License Type,Business Name,Street Address,Status,City,State,Zip Code,Phone No.,year,LicenceNumber
Restaurant (A-M) License,Clark's Fishnet & More LLC,"1802 S MAIN ST,  SOUTH BEND,  46613",RENEWED,SOUTH BEND,IN,46613,574-387-5490,2020,RST2020-006
Restaurant (A-M) License,LINCOLNWAY GRILL 2,1003 LINCOLN WAY W,RENEWED,SOUTH BEND,IN,46616,574-233-7814,2021,RST2021-069
Massage Therapist License,SARA E COZORT,2326 Southdale Dr,RENEWED,ELKHART,IN,46517,574-612-8284,2021,MST2021-012
Restaurant (N-Z) License,SAINT ADALBERT CATHOLIC CHURCH,"519 S Olive St, South Bend, IN 46619",READY2ISSU,SOUTH BEND,IN,46619,574-288-6645,2023,RST2023-213
Restaurant (N-Z) License,PAPA JOHN'S 3031,"928 S MAYFLOWER RD, SOUTH BEND, IN, 46619",INACTIVE,South Bend,IN,46619,502-935-6329,2022,RST2022-247
Automotive Repair License,GURLEY LEEP FORD,320 E IRELAND RD,ACTIVE,South Bend,IN,46614,574-291-6910,2023,AUT2023-053
Restaurant (A-M) License,C'EST LA VIE CAKES,1724 N IRONWOOD DR,RENEWED,SOUTH BEND,IN,46635,574-387-4265,2021,RST2021-213
Lawn Parking License,1233 WHITE OAK DR.,1233 WHITE OAK DR.,EXPIRED,SOUTH BEND,IN,46617,NA,2022,LWN2022-020
Automotive Repair License,MIKE BAJDEK SERVICE,323 N OLIVE ST,RENEWED,SOUTH BEND,IN,46628,574-233-3890,2022,AUT2022-026
Restaurant (N-Z) License,WALMART #2680,3701 PORTAGE RD,RENEWED,SOUTH BEND,IN,46628,574-243-4915,2022,RST2022-350
Restaurant (A-M) License,LONNIE'S 23 INN INC.,1989 PRAIRIE AVE,READY2ISSU,SOUTH BEND,IN,46613,574-340-8472,2023,RST2023-146
Restaurant (A-M) License,Hope Ministries,"432 S LAFAYETTE BLVD, SOUTH BEND, IN, 46601",RENEWED,South Bend,IN,46601,574-235-4150,2022,RST2022-179
Alarm Agent License,LCI HOME ENTERTAINMENT,3904 S 900 E,RENEWED,NORTH LIBERTY,IN,46554,574-532-7510,2020,5050ALARM2020
Alarm Agent License,WALGREEN CO CENTRAL STATION,1411 Lake Cook Rd,RENEWED,DEERFIELD,IL,60015,800-695-9904,2021,ALR2021-009
Restaurant (A-M) License,MC DONALD'S 574,2001 S MICHIGAN ST,RENEWED,SOUTH BEND,IN,46613,574-400-0775,2022,RST2022-269
Restaurant (A-M) License,GARDEN WOK,919 N BENDIX DR,ACTIVE,SOUTH BEND,IN,46628,574-287-6633,2023,RST2023-052
Restaurant (A-M) License,Harper’s Bar & Grill,1290 E. Ireland Rd. J,EXPIRED,South Bend,IN,46614,317-557-1400,2022,RST2022-108
Lawn Parking License,NA,804 PEASHWAY ST.,INACTIVE,SOUTH BEND,IN,46617,NA,2021,LWN2021-009
Restaurant (A-M) License,LA FONDA LLC,2007 MIAMI ST,READY2ISSU,SOUTH BEND,IN,46619,574-855-2103,2022,RST2022-223
Alarm Agent License,MONITRONICS INTERNATIONAL INC.,1990 Wittington Pl,RENEWED,DALLAS,TX,75381,800-835-5378,2020,1669ALARM2020
Hotel and Motel License,Aloft South Bend,111 N Main St,READY2ISSU,South Bend,IN,46601,574-288-8000,2023,HTM2023-002
Restaurant (N-Z) License,SONNY GROCERY STORE INC. DBA SAM'S FOOD MART,1336 LINCOLN WAY,EXPIRED,SOUTH BEND,IN,46628,574-289-8957,2021,RST2021-430
Alarm Agent License,CENTRAL SECURITY & COMMUNICATIONS,6831 E 32nd St,RENEWED,SOUTH BEND,IN,46615,NA,2021,ALR2021-050
Automotive Repair License,AVINA'S BODY SHOP,1402 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-232-0006,2022,AUT2022-022
Alarm Agent License,EMERGENCY 24 INC,"999 E Touhy Ave, Ste 500",RENEWED,DES PLAINES,IL,60018,800-827-3624,2022,ALR2022-011
Restaurant (N-Z) License,"REAL SERVICES, INC.",121 GARST ST,RENEWED,SOUTH BEND,IN,46601,574-256-1649,2021,RST2021-350
Restaurant (A-M) License,LaSalle Kitchen & Tavern,"115 W COLFAX AVE, SOUTH BEND, IN, 46601",RENEWED,South Bend,IN,46601,574-288-1174,2022,RST2022-164
Restaurant (A-M) License,BURGER DAIRY,4023 W  SAMPLE ST,RENEWED,SOUTH BEND,IN,46619,574-288-0507,2020,1044RESTAM2020
Arborist License,"SLUSSERS GREEN THUMB, INC.",125 Montgomery St,RENEWED,LOGANSPORT,IN,46947,574-722-3102,2022,ARB2022-019
Scrap Metal Dealer License,BIG BULLDOG AUTO PARTS,3700 S GERTRUDE ST,RENEWED,South Bend,IN,46614,NA,2021,SCR2021-002
Restaurant (A-M) License,MCKINLEY PUB & CATERING INC.,2930   MCKINLEY AVE,RENEWED,SOUTH BEND,IN,46615,574-855-1417,2020,8101RESTAM2020
Secondhand Store License,MICHIANA BATTERY,501 E SAMPLE ST,RENEWED,SOUTH BEND,IN,46601,574-233-2590,2022,SHN2022-013
Peddlers and Canvassers License,"STEVEN BURNES, METRO PUBLIC ADJUSTMENT",3551 BRISTOL PIKE,RENEWED,SOUTH BEND,IN,46614,215-633-8000,2022,PDL2022-002
Self Service Laundry/Dry Cleaner License,BURTON'S LAUNDRY,1355 N BENDIX DR,RENEWED,SOUTH BEND,IN,46628,574-255-6101,2022,LND22-00024
Automotive Repair License,POWER BRAKE AND SPRING,6139 PARKLAND DR,ACTIVE,SOUTH BEND,IN,46628,574-231-7272,2023,AUT2023-012
Mobile Food Vendor (A-M) 1 Year License,FW FOOD TRUCK LLC,11111 Wilson Rd,EXPIRED,NEW BUFFALO,MI,49117,269-405-1154,2022,MFV2022-010
Lawn Parking License,1323 WHITE OAK DR.,1323 WHITE OAK DR.,EXPIRED,SOUTH BEND,IN,46617,NA,2022,LWN2022-032
Restaurant (N-Z) License,"SUBWAY OF SOUTH BEND V, INC",113 W  WASHINGTON ST,RENEWED,SOUTH BEND,IN,46601,574-289-1288,2020,881RESTZ2020
Restaurant (N-Z) License,WESTERN NUTRITION,4628 W WESTERN AVE,ACTIVE,SOUTH BEND,IN,46619,574-855-9095,2023,RST2023-367
Automotive Repair License,Froggys Automotive,"1510 E CALVERT ST, SOUTH BEND, IN, 46613",RENEWED,SOUTH BEND,IN,46613,574-383-2071,2021,AUT2021-062
Restaurant (A-M) License,GREATER ST JOHN MISSIONARY,101 N  ADAMS ST,RENEWED,SOUTH BEND,IN,46628,574-232-6700,2020,5117RESTAM2020
Restaurant (A-M) License,BENDIX RESTAURANT,1529   MIAMI ST,RENEWED,SOUTH BEND,IN,46613,574-232-7688,2020,3746RESTAM2020
Restaurant (N-Z) License,PORTAGE ONE STOP INC.,"3301 PORTAGE AVE SOUTH BEND, IN 46628",READY2ISSU,SOUTH BEND,IN,46628,574-310-9068,2023,RST2023-363
Arborist License,B AND B FLORAL ADVENTURES,26160 LAKE LN,RENEWED,SOUTH BEND,IN,46619,574-850-6588,2022,ARB2022-023
Restaurant (A-M) License,BISHOP AND BAE'S SOUL FOOD RESTAURANT,301 CHAPIN ST.,READY2ISSU,SOUTH BEND,IN,46601,574-229-6775,2023,RST2023-238
Lawn Parking License,1919 EDISON RD.,1919 EDISON RD.,INACTIVE,SOUTH BEND,IN,46637,NA,2021,LWN2021-032
Restaurant (N-Z) License,SUNNY ITALY CAFE,601 N NILES AVE,RENEWED,SOUTH BEND,IN,46617,574-232-9620,2022,RST2022-058
Donation Box License,GOODWILL INDUSTRIES OF MICHIAN,1805 W  WESTERN AVE,INACTIVE,SOUTH BEND,IN,46619,574-472-7300,2020,6650DBAC2020
Restaurant (N-Z) License,SUNRISE CAFE,1805 LINCOLN WAY W,RENEWED,SOUTH BEND,IN,46628,574-232-2323,2021,RST2021-456
Scrap Metal Dealer License,Stevie's Enterprises,3109 S GERTRUDE ST,RENEWED,South Bend,IN,46614,574-383-2071,2022,SCR2022-008
Restaurant (N-Z) License,South Bend Christ Temple COGIC,"1214 S Michigan St, South Bend, Indiana, 46601",RENEWED,SOUTH BEND,IN,46601,574-220-4470,2021,RST2021-392
Restaurant (N-Z) License,PENN STATION EAST COAST SUBS,2202 SOUTH BEND AVE,RENEWED,SOUTH BEND,IN,46635,574-855-2432,2021,RST2021-232
Massage Therapist License,SUZANNE MARIE THOMAS,1143 BLYLER PL,RENEWED,SOUTH BEND,IN,46616,574-993-7537,2021,MST2021-001
Restaurant (N-Z) License,SPEEDWAY #6636,1110 E IRELAND RD,EXPIRED,SOUTH BEND,IN,46614,574-291-0395,2022,RST2022-220
Donation Box License,BETTER WORLD BOOKS,3123 MIAMI ST,INACTIVE,South Bend,IN,46614,888-570-7103,2021,DNB2021-004
Massage Therapist License,Laura J. Mattingly,1209 Hillcrest Rd.,RENEWED,South Bend,IN,46617,574-315-0814,2022,MST2022-021
Restaurant (N-Z) License,ONE STOP #2,3425 LINCOLN WAY,RENEWED,SOUTH BEND,IN,46628,574-233-8403,2020,3402RESTZ2020
Transient Merchant License,MAPLE HILL GOLF,"120 S DR MARTIN LUTHER KING JR BLVD,  SOUTH BEND,  46601",INACTIVE,GRANDVILLE,MI,49418,616-538-0290,2020,1592TRANS2020
Automotive Repair License,"SMITTY'S MUFFLER & BRAKE, INC.",2925   MCKINLEY AVE,RENEWED,SOUTH BEND,IN,46615,574-237-1963,2020,532AUTO2020
Restaurant (A-M) License,BRUNO'S PIZZA DTSB,131 S  MICHIGAN ST,RENEWED,SOUTH BEND,IN,46601,574-234-2222,2020,4410RESTAM2020
Alarm Agent License,APPROVED SAFETY AND SECURITY,1015   CORBY BLVD,CLOSED,SOUTH BEND,IN,46617,574-289-4071,2020,5061ALARM2020
Restaurant (N-Z) License,ROZELL ROYAL RIBS,313 CHAPIN ST,RENEWED,SOUTH BEND,IN,46601,574-234-6980,2021,RST2021-362
Restaurant (N-Z) License,"St. Vincent de Paul Society of St. Joseph County, Inc.",520 Crescent Ave.,EXPIRED,SOUTH BEND,IN,46617,574-234-6000,2022,RST2022-535
Scrap Metal Dealer License,BIG BULLDOG AUTO PARTS,3700 S GERTRUDE ST,ACTIVE,South Bend,IN,46614,574-472-1277,2023,SCR2023-004
Restaurant (A-M) License,Faith Apostolic Temple Inc,"911 N BENDIX DR, SOUTH BEND, IN, 46628",RENEWED,South Bend,IN,46628,574-288-3515,2022,RST2022-411
Restaurant (A-M) License,J & J CANDY LLC,1416 FASSNACHT AVE,RENEWED,SOUTH BEND,IN,46628,574-855-1927,2021,RST2021-204
Automotive Repair License,ADAN'S AUTO SALES AND SERVICE,"3922 W WESTERN AVE, SOUTH BEND, IN 46619",RENEWED,SOUTH BEND,IN,46619,219-379-6765,2020,AUT2020-008
Restaurant (A-M) License,MC ALISTER'S DELI,1130 E ANGELA BLVD,CLOSED,South Bend,IN,46617,574-232-8560,2021,RST2021-101
Alarm Agent License,AUDIO SPECIALISTS LLC - DBA STEA,52139 IN SR 933,RENEWED,SOUTH BEND,IN,46637,574-271-2700,2022,ALR2022-010
Alarm Agent License,ALARMS BY TURNER,56085 CHAPEL LN,ACTIVE,SOUTH BEND,IN,46619,574-282-1102,2023,ALR2023-004
Restaurant (A-M) License,TAIWAN HANLUNG INC / DBA CRE-ASIAN,1639 N IRONWOOD DR,ACTIVE,SOUTH BEND,IN,46635,574-247-3000,2023,RST2023-031
Restaurant (N-Z) License,"SUBWAY OF SOUTH BEND V, INC",113 W WASHINGTON ST,ACTIVE,SOUTH BEND,IN,46601,NA,2023,RST2023-249
Restaurant (A-M) License,El Sinaloense Restaurant,2224 W WESTERN AVE,RENEWED,South Bend,IN,46619,574-999-1901,2020,RST2020-010
Self Service Laundry/Dry Cleaner License,SAMPLE STREET SPIN CLOTHING CARE CENTER,5215 W SAMPLE ST,ACTIVE,SOUTH BEND,IN,46619,574-233-4450,2023,LND23-00034
Automotive Repair License,Selking International,4849 W. Western Ave.,RENEWED,South Bend,IN,46619,574-289-5531,2022,AUT2022-006
Alarm Agent License,CV TECHNOLOGY LLC,54425 Longwood Dr,RENEWED,SOUTH BEND,IN,46628,574-855-4366,2020,6487ALARM2020
Restaurant (A-M) License,Success Academy of South Bend,"3408 ARDMORE TRL, SOUTH BEND, 46628",EXPIRED,South Bend,IN,46628,574-299-9800,2022,RST2022-474
Restaurant (A-M) License,Domino's Pizza #2506,206 W. Ireland Rd.,EXPIRED,South Bend,IN,46614,574-404-5454,2022,RST2022-489
Restaurant (N-Z) License,SAINT JOSEPH COUNTY JUVENILE JUSTICE CENTER,1000 S MICHIGAN ST,RENEWED,SOUTH BEND,IN,46601,574-235-5400,2022,RST2022-308
Mobile Food Vendor (N-Z) 1 Year License,"Smothered & Covered Fries and More, LLC",1114 VICTORY AVE,RENEWED,South Bend,IN,46615,574-323-3397,2021,MFV2021-009
Arborist License,"SLUSSERS GREEN THUMB, INC.",125 Montgomery St,RENEWED,LOGANSPORT,IN,46947,574-722-3102,2021,ARB2021-013
Restaurant (A-M) License,BROADWAY CHRISTIAN PARISH,1412   CARROLL ST,RENEWED,SOUTH BEND,IN,46613,574-289-0333,2020,758RESTAM2020
Tattoo/Body Piercing Est License,GENESIS TATTOO,2212 MISHAWAKA AVE,ACTIVE,SOUTH BEND,IN,46615,574-204-2689,2023,TAE2023-001
Restaurant (N-Z) License,ST VINCENT DE PAUL SOCIETY OF,520   CRESCENT AVE,RENEWED,SOUTH BEND,IN,46617,574-234-6000,2020,7059RESTZ2020
Restaurant (A-M) License,CARMELA'S RESTAURANT,214 N NILES AVE,RENEWED,SOUTH BEND,IN,46617,574-280-4824,2022,RST2022-019
Lawn Parking License,718 NAPOLEON BLVD.,718 NAPOLEON BLVD.,EXPIRED,SOUTH BEND,IN,46617,574-339-0275,2022,LWN2022-047
Massage Therapist License,PAMELA ANNE LA MANNA,2318 Joni Ln,EXPIRED,STEVENSVILLE,MI,49127,574-850-5090,2022,MST2022-006
Donation Box License,BETTER WORLD BOOKS,1004 N EDDY ST,RENEWED,SOUTH BEND,IN,46617,574-855-5222,2022,DNB2022-001
Taxi Vehicle License,EAGLE CAB LLC,1657 COMMERCE DR.,RENEWED,SOUTH BEND,IN,46628,NA,2021,TXV2021-016
Restaurant (A-M) License,MEEK & MELZ CURBSIDE CAFE,121 S NILES AVE,CLOSED,SOUTH BEND,IN,46617,574-703-1559,2021,RST2021-371
Restaurant (A-M) License,CHOCOLATE CAFE' - STUDEBAGELS,"1801 E SOUTH BEND AV, SOUTH BEND, 46637",ACTIVE,SOUTH BEND,IN,46637,574-233-2577,2023,RST2023-104
Massage Establishment License,KING ASIAN MASSAGE,914 S IRONWOOD DR,READY2ISSU,SOUTH BEND,IN,46615,574-855-4254,2023,MSE2023-006
Restaurant (A-M) License,CHOCOLATE CAFE' - AIRPORT,"4667 PROGRESS DR, SOUTH BEND, 46628",RENEWED,SOUTH BEND,IN,46628,574-233-2577,2022,RST2022-295
Restaurant (A-M) License,CHARTWELLS - SUCCESS ACADEMY,3408 ARDMORE TRL,RENEWED,SOUTH BEND,IN,46628,574-299-9800,2021,RST2021-369
Restaurant (N-Z) License,PAPA JOHN'S #2,1811 S  IRONWOOD DR,RENEWED,LOUISVILLE,KY,40272,574-233-7272,2020,872RESTZ2020
Alarm Agent License,"Shoff Security Services, Inc.","722 Middleton Run Rd, Elkhart, Indiana, 46516",ACTIVE,Elkhart,IN,46516,574-293-6157,2023,ALR2023-021
Restaurant (N-Z) License,"SUBWAY OF SOUTH BEND IX, INC",5316 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-243-4338,2022,RST2022-130
Restaurant (A-M) License,BLAZE PIZZA #1092,1234 N EDDY ST,ACTIVE,South Bend,IN,46617,574-387-4620,2023,RST2023-347
Secondhand Store License,ECOATM LLC,"1217 E Ireland Rd, South Bend, Indiana, 46614",RENEWED,South Bend,IN,46614,858-766-7250,2021,SHN2021-013
Massage Therapist License,XIN CHEN,51618 MEADOW POINTE,RENEWED,GRANGER,IN,46530,574-274-7005,2020,7179MSGTEC2020
Restaurant (A-M) License,ANTONIO'S,2227 FRANKLIN ST,RENEWED,SOUTH BEND,IN,46613,574-233-6114,2020,RST2020-045
Restaurant (N-Z) License,"SMG F&B, LLC  (DBA SAVOR) @ CE","120 S DR MARTIN LUTHER KING JR BLVD,  SOUTH BEND,  46601",RENEWED,SOUTH BEND,IN,46601,574-235-9711,2020,5889RESTZ2020
Restaurant (A-M) License,MARTIN'S EXPRESS #61,425 S  MAYFLOWER RD,RENEWED,BYRON CENTER,MI,49315,574-232-2512,2020,7977RESTAM2020
Automotive Repair License,"LEEDS WEST INDIANA, DBA MIDAS",525 S MICHIGAN ST,READY2ISSU,SOUTH BEND,IN,46601,574-289-2437,2023,AUT2023-067
Automotive Repair License,DISCOUNT TIRE,"4005 S MICHIGAN ST, SOUTH BEND, 46614",ACTIVE,South Bend,IN,46614,574-291-6056,2023,AUT2023-058
Restaurant (A-M) License,M R FALCONS,3212 KELLER ST,RENEWED,SOUTH BEND,IN,46628,574-288-1090,2021,RST2021-163
Restaurant (N-Z) License,TACO BELL #3004059,6225 W  BRICK RD,RENEWED,WEST LINN,OR,97068-0507,503-722-2825,2020,7656RESTZ2020
Restaurant (A-M) License,MCCLURE OIL CORP.  #50,2304 EDISON RD,RENEWED,MARION,IN,46952,765-677-9021,2020,3374RESTAM2020
Automotive Repair License,MICHIANA TRUCK CENTER,"3610 DEAHL CT, SOUTH BEND, IN, 46628",RENEWED,SOUTH BEND,IN,46628,727-373-1248,2021,AUT2021-038
Restaurant (N-Z) License,SAINT HEDWIG MEMORIAL CENTER,331 S  SCOTT ST,RENEWED,SOUTH BEND,IN,46601,574-287-8932,2020,3030RESTZ2020
Restaurant (A-M) License,JIMMY JOHN'S,3600   PORTAGE AVE,RENEWED,DOWNERS GROVE,IL,60515,574-273-8000,2020,8339RESTAM2020
Restaurant (N-Z) License,Rebel #880,1449 Mishawaka Ave.,RENEWED,South Bend,IN,46615,574-208-179,2021,RST2021-459
Automotive Repair License,PREFERRED COLLISION REPAIR INC.,1134 MISHAWAKA AVE,RENEWED,SOUTH BEND,IN,46615,574-233-2533,2022,AUT2022-066
Secondhand Store License,BEAUTY BULL VINTAGE LLC,2226 E. MISHAWAKA AVE.,RENEWED,SOUTH BEND,IN,46613,574-383-1154,2022,SHN2022-018
Restaurant (A-M) License,LINDEN GRILL,119 S Michigan St,RENEWED,SOUTH BEND,IN,46601,574-234-7011,2020,RST2020-068
Restaurant (A-M) License,DISMAS HOUSE OF INDIANA,521 S SAINT JOSEPH ST,RENEWED,SOUTH BEND,IN,46601,574-233-8522,2021,RST2021-061
Restaurant (A-M) License,Murphy USA #7430,"620 W IRELAND RD, SOUTH BEND, IN, 46614",ACTIVE,South Bend,IN,46614,8708816679,2023,RST2023-119
Restaurant (A-M) License,MAXI'S FOOD & SPIRITS,114 W IRELAND RD,READY2ISSU,SOUTH BEND,IN,46614,574-291-9181,2023,RST2023-088
Restaurant (A-M) License,FRANKIE'S BBQ INC.,1621 W WASHINGTON ST,RENEWED,SOUTH BEND,IN,46628,574-287-8993,2022,RST2022-125
Massage Therapist License,Jayme Kretchmer,940 E. 6th St.,ACTIVE,Mishawaka,IN,46544,574-767-6262,2023,MST2023-016
Restaurant (A-M) License,FIRST BRETHREN CHURCH,"4909 S IRONWOOD DR, SOUTH BEND, IN, 46614",RENEWED,SOUTH BEND,IN,46614,574-291-4909,2022,RST2022-118
Arborist License,CUT RITE SERVICES,2604 SR 331,ACTIVE,BREMEN,IN,46506,574-784-8889,2023,ARB2023-012
Restaurant (A-M) License,ICHIBAN GOLDEN DRAGON,"1733 SOUTH BEND AVE, SOUTH BEND, IN, 46637",ACTIVE,South Bend,IN,46637,574-272-8888,2023,RST2023-339
Alarm Agent License,FASTENAL company,3218 SUGAR MAPLE BUSINESS CT,RENEWED,SOUTH BEND,IN,46628,574-234-8708,2022,ALR2022-035
Restaurant (N-Z) License,"PINK LEMONADE PASTRIES, LLC",231 S Michigan St,EXPIRED,SOUTH BEND,IN,46601,574-596-9720,2022,RST2022-437
Hotel and Motel License,SOUTH BEND MOTEL CORPORATION,3420 S MICHIGAN ST,RENEWED,SOUTH BEND,IN,46614,574-291-6330,2022,HTM2022-009
Restaurant (N-Z) License,PANERA BREAD #1086,1315 E IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-231-4932,2022,RST2022-325
Hotel and Motel License,QUALITY INN & SUITES,4124 LINCOLN WAY W,RENEWED,SOUTH BEND,IN,46628,574-288-3800,2022,HTM2022-021
Restaurant (A-M) License,"Hoosier Tap & Grille,inc.","718 W INDIANA AVE, SOUTH BEND, IN, 46613",RENEWED,South Bend,IN,46613,NA,2022,RST2022-239
Restaurant (A-M) License,HOLY CROSS SCHOOL,920 WILBER ST,RENEWED,SOUTH BEND,IN,46628,574-233-2179,2020,805RESTAM2020
Alarm Agent License,"Landmark Security Systems,inc",24968 County Road 6,RENEWED,Elkhart,IN,46514,574-256-5126,2022,ALR2022-038
Tattoo/Body Piercing Artist License,NICOLE DANIELLE MCFADDEN,710 PATTERSON DR,ACTIVE,SOUTH BEND,IN,46615,574-309-7475,2023,TAA2023-001
Restaurant (A-M) License,DOCKSIDE NIGHT CLUB,1835 LINCOLN WAY E,RENEWED,SOUTH BEND,IN,46613,574-400-0848,2021,RST2021-332
Restaurant (A-M) License,J & J CANDY,1416 FASSNACHT AVE,RENEWED,SOUTH BEND,IN,46628,574-855-1927,2020,6554RESTAM2020
Charitable Solicitation License,SOUTH BEND FIREFIGHTER'S ASSOCIATION,904 W  4TH ST,RENEWED,SOUTH BEND,IN,46624,574-233-9045,2020,CHS2020-002
Automotive Repair License,FE MOTORS INC,3417 W SAMPLE ST,RENEWED,SOUTH BEND,IN,46619,574-904-4943,2021,AUT2021-070
Secondhand Store License,Miles Electronics Group LLC.,"910 E IRELAND RD, SOUTH BEND, IN, 46614",RENEWED,South Bend,IN,46614,574-222-1840,2021,SHN2021-006
Restaurant (A-M) License,ALOFT - REFUEL AND WXYZ BAR,111 N MAIN ST,READY2ISSU,SOUTH BEND,IN,46601,574-288-8000,2023,RST2023-134
Food Vending Machine License,"AVI FOODSYSTEMS, INC.",2590 Elm Rd NE,ACTIVE,WARREN,OH,44483,330-372-6000,2023,FVM2023-001
Restaurant (N-Z) License,RICO SUAVE GROUP LLC FOOD TRAILER,5307 W WESTERN AVE,ACTIVE,SOUTH BEND,IN,46619,574-520-2148,2023,RST2023-029
Restaurant (N-Z) License,THYME OF GRACE,2714   MISHAWAKA AVE,RENEWED,SOUTH BEND,IN,46615,574-288-0552,2020,2908RESTZ2020
Tattoo/Body Piercing Artist License,CHARLIE DANIEL MCGARRY,1520 BLANCHARD DR,RENEWED,MISHAWAKA,IN,46544,NA,2021,TAA2021-001
Restaurant (A-M) License,TEST,227 W JEFFERSON BLVD,INACTIVE,NA,NA,NA,NA,2020,RST2020-076
Arborist License,K & R TREE SERVICE LLC,1724 S GRANT ST,ACTIVE,SOUTH BEND,IN,46613,574-220-4437,2023,ARB2023-021
Restaurant (N-Z) License,STUDEBAKER SCHOOL,724 E DUBAIL AVE,EXPIRED,SOUTH BEND,IN,46613,574-393-6253,2022,RST2022-467
Massage Therapist License,Dena M. Woods,"20807 Wellesley Ct, South Bend, Indiana, 46637",RENEWED,SOUTH BEND,IN,46637,574-261-8500,2022,MST2022-009
Scrap Metal Dealer License,"PAULS AUTO YARD, INC.",3300 S  MAIN ST,RENEWED,SOUTH BEND,IN,46601,574-289-1900,2021,SCR2021-004
Restaurant (N-Z) License,Starbucks,"123 N Dr Martin Luther King Jr Blvd, South Bend, Indiana, 46601",RENEWED,South Bend,IN,46601,574-234-2000,2022,RST2022-331
Restaurant (A-M) License,LACOPOS PIZZERIA,3004 ARDMORE TRL,RENEWED,SOUTH BEND,IN,46628,574-233-5331,2021,RST2021-150
Automotive Repair License,Gates Ireland Road Body Shop,705 W. Ireland Rd.,RENEWED,South Bend,IN,46601,574-237-4064,2021,AUT2021-077
Hotel and Motel License,DOUBLE TREE SOUTH BEND,123 N  DR MARTIN LUTHER KING JR BLVD,RENEWED,SOUTH BEND,IN,46601,574-234-2000,2020,8073HOTEL2020
Restaurant (N-Z) License,St Matthew Cathedral School,1015 E. DAYTON,RENEWED,South Bend,IN,46613,574-289-4535,2022,RST2022-282
Restaurant (A-M) License,APPLEBEE'S,"1150 E IRELAND RD, SOUTH BEND, IN, 46614",READY2ISSU,South Bend,IN,46614,574-277-2640,2023,RST2023-390
Restaurant (A-M) License,MITCH'S SECOND BASE SPORTS BAR,4407 S IRONWOOD DR,ACTIVE,SOUTH BEND,IN,46614,574-855-1383,2023,RST2023-033
Restaurant (A-M) License,"Career Academy of South Bend, INC","3801 CRESCENT CIR, SOUTH BEND, IN, 46628",READY2ISSU,South Bend,IN,46628,574-299-9800,2023,RST2023-378
Arborist License,"THE STANGER GROUP, INC. DBA ST",15504 County Road 42,RENEWED,GOSHEN,IN,46528,574-642-3390,2020,8691ARBOR2020
Restaurant (A-M) License,Good Shepherd Montessori School,"1101 E JEFFERSON BLVD, SOUTH BEND, IN, 46617",RENEWED,South Bend,IN,46617,574-288-0098,2021,RST2021-029
Restaurant (N-Z) License,Starbucks Coffee #9758,"1290 E IRELAND RD Z, IN, 46614",RENEWED,SOUTH BEND,IN,46614,206-318-8705,2021,RST2021-391
Restaurant (A-M) License,FRESH WAY FOOD MART INC.,1827 MIAMI ST,RENEWED,South Bend,IN,46628,574-703-3430,2020,RST2020-005
Restaurant (A-M) License,DOM'S FROYO LLC,"560 W IRELAND RD, SOUTH BEND, 46614",RENEWED,SOUTH BEND,IN,46614,574-855-1120,2022,RST2022-509
Restaurant (N-Z) License,ONE STOP #1,209 W SAMPLE ST,ACTIVE,SOUTH BEND,IN,46601,574-222-0752,2023,RST2023-355
Restaurant (N-Z) License,"PURPLE PORCH CO-OP, INC",123 N HILL ST,RENEWED,SOUTH BEND,IN,46617,574-287-6724,2021,RST2021-288
Tattoo/Body Piercing Artist License,JASON HANEY,67208 Walnut Rd,RENEWED,WALKERTON,IN,46574,574-276-9780,2020,8020TA2020
Alarm Agent License,ALARM GRID INC,2400 E COMMERCIAL BLVD,ACTIVE,FORT LAUDERDALE,FL,33308,888-818-7728,2023,ALR2023-026
Restaurant (A-M) License,Clark's Fishnet & More LLC,"1802 S MAIN ST,  SOUTH BEND,  46613",RENEWED,SOUTH BEND,IN,46613,574-387-5490,2021,RST2021-373
Restaurant (A-M) License,IVY COURT INN & SUITES,1404   IVY CT,RENEWED,FISHERS,IN,46037,574-277-6500,2020,2087RESTAM2020
Restaurant (A-M) License,The General Deli & Cafe,"609 E JEFFERSON BLVD, SOUTH BEND, IN, 46617",ACTIVE,South Bend,IN,46617,574-286-4193,2023,RST2023-036
Restaurant (A-M) License,EAST BANK EMPORIUM,121 S  NILES AVE,CLOSED,SOUTH BEND,IN,46601,574-234-9000,2020,3022RESTAM2020
Automotive Repair License,Gates Ireland Road Body Shop,705 W. Ireland Rd.,RENEWED,South Bend,IN,46614,574-237-4064,2022,AUT2022-049
Restaurant (N-Z) License,SOUTH BEND BREW WERKS,"321 S MAIN ST,  SOUTH BEND,  46601",RENEWED,SOUTH BEND,IN,46601,574-335-9703,2021,RST2021-383
Restaurant (A-M) License,J.W. CHEN'S,1835 SOUTH BEND AVE,RENEWED,SOUTH BEND,IN,46637,574-271-2777,2022,RST2022-180
Restaurant (N-Z) License,PUERTO VALLARTA EXPRESS,415 N HICKORY RD,RENEWED,SOUTH BEND,IN,46615,574-234-7225,2022,RST2022-030
Transient Merchant License,"ST JOSEPH CO 4-H FAIR, INC",5117 S  IRONWOOD DR,EXPIRED,SOUTH BEND,IN,46614,574-291-4870,2022,TRM2022-003
